m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.37572686364284,0.0300919633796138,0.101761216327242,1,10,1,1.5,0.000164490435239528,0.800864721399306,0.4,0.38,0.3,4e-05
