m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.921668006461271,0.0300042595142229,0.1000878244778,1,10,1,1.5,7.22159549613621e-06,0.824015039032253,0.4,0.38,0.3,4e-05
