Wavelength,Melatonin CA%,Standard Deviation,Fit,Residual,Residual ABS,Variance in,Weights normalized
420,0.0752864505751018,0.357313291205801,0.406134948789866,0.330848498214764,0.330848498214764,1.38802375107072,0.052135331825523
440,0.613777693993761,0.359203958827356,0.604233348256209,-0.00954434573755192,0.00954434573755192,0.104526834299266,0.692311015911893
460,0.886945848349643,0.620254463048573,0.811697132822024,-0.0752487155276182,0.0752487155276182,0.209674428289524,0.345130683956632
480,0.829689235331456,0.590003794004938,0.955422883553763,0.125733648222307,0.125733648222307,0.203713484718502,0.355229694017437
500,1,0.388326856662742,0.998920476117113,-0.00107952388288657,0.00107952388288657,0.0723650788437792,1
530,0.954661944345442,0.478029808876042,0.80249905062186,-0.152162893723582,0.152162893723582,0.115180193011005,0.62827711043048
560,0.495910700964376,0.684226322051119,0.371600697575771,-0.124310003388605,0.124310003388605,0.479488704742359,0.150921342104738
590,0,0,0.105435430943249,0.105435430943249,0.105435430943249,2.20387450026378,0.03283539005289
620,0.254075659263209,0.361691918186101,0.0332035473174638,-0.220872111945746,0.220872111945746,0.288759678018405,0.250606592098938
