Wavelength,Spectrum Fit
380,0.0670657160095289
381,0.0666987014379779
382,0.066356286882001
383,0.0660410569823338
384,0.0657555944508058
385,0.065502473358841
386,0.0652842519273381
387,0.065103464752968
388,0.0649626144039061
389,0.0648641623212494
390,0.0651559246950479
391,0.0652241915766231
392,0.0653564089779331
393,0.065558757805227
394,0.0658347475001403
395,0.0661910926577463
396,0.0666310010550398
397,0.0671533930441388
398,0.0677761523954642
399,0.0685003778333546
400,0.0693188296128795
401,0.0702489865045755
402,0.0712834606438497
403,0.0724395870805677
404,0.0737181729186954
405,0.0751282976321987
406,0.076687407864937
407,0.0783797991033648
408,0.080214612744829
409,0.0821926294181876
410,0.0842891930032259
411,0.0865044841843588
412,0.0888725412486751
413,0.091308130817767
414,0.0938960290692796
415,0.0966360309594944
416,0.0995277030801002
417,0.102570374426717
418,0.10567614176058
419,0.108930342881383
420,0.112331666295335
421,0.115703266564397
422,0.119218011825472
423,0.12269813775167
424,0.126405167396308
425,0.130160945966324
426,0.134051243975469
427,0.138162190596442
428,0.142314505821429
429,0.146682641188276
430,0.151086731185238
431,0.155612616897244
432,0.160168656298127
433,0.164840761692207
434,0.169626075038724
435,0.174432714283254
436,0.1792576678235
437,0.184187002259547
438,0.189128743900484
439,0.19399083675673
440,0.198859437451157
441,0.203642540611044
442,0.208337286247954
443,0.213119212408371
444,0.217896470337002
445,0.222755603040768
446,0.227783255455247
447,0.232887754450159
448,0.238066674562844
449,0.243496110611429
450,0.248459979463217
451,0.25340215696861
452,0.258320515240393
453,0.263213009724418
454,0.268077679529201
455,0.273805157991275
456,0.278608657547247
457,0.284271517457252
458,0.29079219232945
459,0.296383926266028
460,0.302830473333952
461,0.310130488336052
462,0.316497269971511
463,0.323714924254047
464,0.330889542572429
465,0.338019963915536
466,0.345105084777282
467,0.352143854327075
468,0.359135269583818
469,0.366078370593502
470,0.372972235617946
471,0.37981597634743
472,0.386608733153427
473,0.393349670399918
474,0.400930774717767
475,0.407565641329573
476,0.415039087106023
477,0.422457523522709
478,0.430712978701666
479,0.438019046315267
480,0.446160560071506
481,0.455136724221812
482,0.463161097577823
483,0.472018484891973
484,0.479922408815331
485,0.488657639700193
486,0.496437655707513
487,0.505047183687759
488,0.513592470677685
489,0.522072556044152
490,0.530486452920235
491,0.540618788064531
492,0.551575703558402
493,0.562463315849857
494,0.573280537989601
495,0.584919082436221
496,0.59559218194678
497,0.607084335940188
498,0.617608750489917
499,0.628949907245033
500,0.640213824479262
501,0.652292166035396
502,0.663398144404405
503,0.676209093624315
504,0.688045449126381
505,0.700691784308381
506,0.713254253692911
507,0.725731885622199
508,0.738123771751989
509,0.751321898566399
510,0.76353987539639
511,0.775669870614627
512,0.787711340253177
513,0.799663860678058
514,0.812419961303186
515,0.824193853251913
516,0.836771186484468
517,0.849259315471359
518,0.861658593039294
519,0.873076738783828
520,0.884407310604496
521,0.893865608907329
522,0.903238429182852
523,0.910741501417443
524,0.918162060793104
525,0.925501925780921
526,0.930977499399126
527,0.937269514365167
528,0.942594823067271
529,0.947848960099886
530,0.95214203279184
531,0.956369997218046
532,0.960536187075692
533,0.96464412424645
534,0.968697507201101
535,0.972700198183404
536,0.977549030128401
537,0.982355329525721
538,0.987123363345096
539,0.991857502283333
540,0.995669383695591
541,0.997670715982126
542,0.999651724605253
543,0.999831390378847
544,1
545,0.998376564354721
546,0.995858549279186
547,0.992450578222813
548,0.989050060336873
549,0.985661536070431
550,0.98318230660573
551,0.980723959957752
552,0.979183643197496
553,0.978565589619803
554,0.977088287906124
555,0.974755755566485
556,0.971571887839333
557,0.967540448301854
558,0.963557880315412
559,0.958734835274278
560,0.953967446337463
561,0.950151677314259
562,0.945504850680366
563,0.940922562699437
564,0.936407390657409
565,0.931961704216646
566,0.926694835478957
567,0.920608711891549
568,0.914597848220738
569,0.907770877006253
570,0.901021825641132
571,0.893458828392784
572,0.885975406257942
573,0.87767918214467
574,0.86857034343399
575,0.859541644109809
576,0.848807125742154
577,0.837259048459224
578,0.826682257614174
579,0.81529009004474
580,0.805759773293038
581,0.796304231451118
582,0.787814666777719
583,0.779396472265539
584,0.771047711556403
585,0.762766316411817
586,0.75365728462891
587,0.744611161292864
588,0.734732774368912
589,0.724019715481763
590,0.713362357717365
591,0.702758231033586
592,0.691312038276387
593,0.679914132451227
594,0.668562068001479
595,0.656360613154973
596,0.6450930440862
597,0.632971408980695
598,0.620886281839909
599,0.608835486230995
600,0.596816921723941
601,0.584828568325245
602,0.572868489781423
603,0.560934835841312
604,0.548133022778632
605,0.536247017031052
606,0.523489589363468
607,0.511644880273224
608,0.498925832142989
609,0.48622393281677
610,0.473537930060203
611,0.46086664967169
612,0.449101813348388
613,0.4364567524042
614,0.424716150085879
615,0.41209347191493
616,0.400373528685309
617,0.38776990677324
618,0.376067531170542
619,0.365265737473183
620,0.353578268708857
621,0.34279019702045
622,0.332008175148816
623,0.321231716759917
624,0.310460372932957
625,0.299693729572705
626,0.288931404955106
627,0.27817304740665
628,0.267418333116462
629,0.256666964078907
630,0.245918666163515
631,0.236066008101401
632,0.226215937417989
633,0.216368241238433
634,0.207415544822291
635,0.198464847822029
636,0.18951598539809
637,0.181461627046802
638,0.173408813135683
639,0.166250237072167
640,0.159092961203534
641,0.151936878340052
642,0.144781890172053
643,0.138520727335137
644,0.132260486360332
645,0.126001091436423
646,0.119742473049179
647,0.113484567459486
648,0.108120137016914
649,0.102756307339835
650,0.0965002084972555
651,0.0920302578101833
652,0.0864893874210654
653,0.0816632010231632
654,0.0771052534669529
655,0.0727262307976088
656,0.0685261037763556
657,0.0645941276598785
658,0.06084099576026
659,0.0572666854977448
660,0.0538711761517947
661,0.0507437307850239
662,0.0477057677836344
663,0.044846553202961
664,0.0420767902515402
665,0.0395750295783661
666,0.0370734125382748
667,0.0348397739727188
668,0.0326955392533596
669,0.0306406987603741
670,0.0286752436534065
671,0.0268884478863835
672,0.0251910219104959
673,0.023493676778709
674,0.0219749703341278
675,0.0205456146886953
676,0.0192056044988314
677,0.0179549348479844
678,0.0167043191323693
679,0.0156323173461909
680,0.0145603614970872
681,0.0135777301344066
682,0.0125951379279598
683,0.0117911460419558
684,0.0108979054797366
685,0.0101832599371883
686,0.009379360833511
687,0.00873619583109401
688,0.00809305519594783
689,0.00750350633940174
690,0.00696754756777283
691,0.00646732090271563
692,0.0060117531104334
693,0.00560084286035915
694,0.00520780430048078
695,0.00485049271269609
696,0.00451105063399128
697,0.00419840530512359
698,0.0039036276246801
699,0.003626716767094
700,0.00337660017733195
701,0.00313542073428236
702,0.00292103420178049
703,0.00271558356102238
704,0.00251906825434799
705,0.00234041597380764
706,0.00217069803414425
707,0.00200991399361909
708,0.00186699165127866
709,0.00173300242064283
710,0.00160794595118
711,0.00148289371030721
712,0.00137570181314645
713,0.00127744177312121
714,0.00118811333200853
715,0.00109878804253317
716,0.00101839389073859
717,0.000946930670880116
718,0.000879934088179403
719,0.000817403965638251
720,0.000759340139041383
721,0.000705742456004035
722,0.000654825133506664
723,0.000608373681841742
724,0.000565495158311665
725,0.00052529662891557
726,0.000488670809295231
727,0.000454724780970978
728,0.000422565632380864
729,0.000393086099961602
730,0.000366286105301252
731,0.000341272754707084
732,0.000317153159598429
733,0.000294820077723104
734,0.000275166271228399
735,0.000255513223171683
736,0.000237646524365015
737,0.000220673306758501
738,0.000205486347154254
739,0.000191192783800664
740,0.00017779257855606
741,0.000166178516688527
742,0.000154564923517919
743,0.000144737409795934
744,0.000134910305201786
745,0.000125976403746226
746,0.000117042859668957
747,0.000109002470483995
748,0.000101855214482326
749,9.47082506225476e-05
750,8.8722227046525e-05
751,8.28257411781196e-05
752,7.72866228082287e-05
753,7.21048565858043e-05
754,6.73697102596195e-05
755,6.29026062909012e-05
756,5.87928142640794e-05
757,5.49510404295912e-05
758,5.1377273885542e-05
759,4.79822223669485e-05
760,4.48551584348689e-05
761,4.19067911138958e-05
762,3.91371120882029e-05
763,3.66353956622205e-05
764,3.4223070407218e-05
765,3.19894116029987e-05
766,2.9934412889383e-05
767,2.80580683161176e-05
768,2.62710902360938e-05
769,2.45734734386801e-05
770,2.2965213046735e-05
771,2.153558657363e-05
772,2.01060255857198e-05
773,1.88550902381721e-05
