m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.28278961615604,0.0827794525462093,0.59960165992698,1,10,1,1.5,0.000896070226525841,0.442394007725856,0.4,0.38,0.3,4e-05
