m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.676308197486138,0.0886955743494469,0.689870614619719,1,10,0.876757950614641,0.784946897407722,0.760970431681554,0.438883333797242,0.4,0.38,0.3,4e-05
