m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.0686107158100607,0.0337559991857223,0.112666478333788,1,10,0.997961580085255,0.00273494474676556,0.918701023043685,0.825810982804176,0.4,0.38,0.3,4e-05
