m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.29468814642376,0.0379768889027478,0.629077362226822,1,10,1,0.796248164797216,0.0303137763164924,0.129153741910926,0.4,0.38,0.3,4e-05
