m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.22579606185246,0.0335341091752681,0.561086921228537,1,10,1,0.817603621348767,0.802851813875344,0.0379737366317488,0.4,0.38,0.3,4e-05
