m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.832796275056326,0.0426056236405246,0.98863972930882,1,10,0.498026674310465,0.929993806754367,0.411243570738114,0.249312799248863,0.4,0.38,0.3,4e-05
