Wavelength,Spectrum Fit
380,0.0715101956151099
381,0.07111199996785
382,0.0707393278773237
383,0.0703948690786867
384,0.0700813056649257
385,0.0698013051292191
386,0.0695575131066361
387,0.0693525457979717
388,0.0691889820572774
389,0.0690693551252457
390,0.0692552661636372
391,0.0692885214879669
392,0.0693841706306874
393,0.0695480535996399
394,0.0697824940044661
395,0.0700930904165807
396,0.0704851284409045
397,0.0709544126875179
398,0.0715163522658331
399,0.0721738014008554
400,0.0729177216220356
401,0.0737610702437447
402,0.0747015352926232
403,0.0757503206423887
404,0.0769053954591485
405,0.0781770279813496
406,0.0795806297320854
407,0.0811014400878481
408,0.0827414832522349
409,0.0845127663281381
410,0.0863697619659932
411,0.0883425474159732
412,0.0904536140897809
413,0.0926053917309175
414,0.094936104463329
415,0.0973871912959397
416,0.0999818648057929
417,0.102677729422388
418,0.105439802360139
419,0.108298880994224
420,0.111280243588597
421,0.11435647135995
422,0.117564878287349
423,0.120782922685038
424,0.124203353539066
425,0.127688494513409
426,0.131310489234238
427,0.135125523093879
428,0.139026129354305
429,0.143118540783753
430,0.147304617574496
431,0.151659042576734
432,0.15607402278346
433,0.160622875438905
434,0.165287643056723
435,0.170002402300343
436,0.174735369212781
437,0.179561211338972
438,0.18440025226663
439,0.189232627540558
440,0.194103192547819
441,0.198949848799899
442,0.203808004086592
443,0.208743336136522
444,0.213688694822441
445,0.218730307658142
446,0.22400664932126
447,0.229222021708981
448,0.234650144577895
449,0.24029006218444
450,0.24555238704173
451,0.250961038865332
452,0.25629600643071
453,0.26177025899438
454,0.267107868300045
455,0.273194092228495
456,0.278628070854657
457,0.284835654377735
458,0.2916071453141
459,0.297914136746079
460,0.304851583703539
461,0.312516483865787
462,0.31938365534851
463,0.326960499130392
464,0.334673283582966
465,0.342216864320429
466,0.349878979858693
467,0.357521552225652
468,0.36500654982869
469,0.372591874488319
470,0.380002618045529
471,0.387359796940094
472,0.394799457964098
473,0.402046781192016
474,0.410129274568715
475,0.417385220155735
476,0.425474639138618
477,0.433338315697739
478,0.441881832068256
479,0.449732406441087
480,0.458398106334612
481,0.467589150230107
482,0.476084687891206
483,0.485118819351964
484,0.493744590421199
485,0.502633199184827
486,0.510685680805102
487,0.519546947146838
488,0.528202606783909
489,0.53691056799483
490,0.545806743024809
491,0.555973071089483
492,0.566957912680506
493,0.578127640300391
494,0.589207159974998
495,0.600827779523483
496,0.6117383108467
497,0.623050552659927
498,0.633802219690547
499,0.645075094932608
500,0.656405408933857
501,0.668264953412606
502,0.679691450133784
503,0.692126774188358
504,0.704263633815101
505,0.716651042127581
506,0.729219776663668
507,0.741691866648082
508,0.753929375083103
509,0.766821337073307
510,0.77899649884673
511,0.790796223912532
512,0.802632330346966
513,0.814370398689909
514,0.826763077650032
515,0.838441256275483
516,0.850638430438516
517,0.862874260510939
518,0.874876690333147
519,0.886028803913618
520,0.896810415882588
521,0.906124512454406
522,0.914936379961776
523,0.922147963779801
524,0.929131420002892
525,0.935754724760116
526,0.940920542532293
527,0.94662014575443
528,0.951485895708923
529,0.956000468952569
530,0.959960700102271
531,0.963576383011097
532,0.967262279009903
533,0.970748218109937
534,0.974312234920038
535,0.977684523113759
536,0.982034728804037
537,0.986202073856452
538,0.990328083829635
539,0.99428046214168
540,0.997309662257383
541,0.998802730086216
542,1
543,0.999534157637189
544,0.998919385782084
545,0.996651435719688
546,0.993490180286177
547,0.989440109491011
548,0.98539800208921
549,0.981505375874889
550,0.978247694824595
551,0.975149112674456
552,0.972968786716869
