m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.31068320533634,0.0443279296772451,0.631590092638335,1,10,1,0.976723736868331,0.115168841162617,0.0581950062818633,0.4,0.38,0.3,4e-05
