m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.921579105613124,0.0300837572816528,0.101741597711142,1,10,1,0.767973599505595,0.157084634418846,0.000302746610744527,0.4,0.38,0.3,4e-05
