m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
0.912959537258402,0.090320314810769,0.780270108460724,1,10,0.954835498329167,0.824320201924785,0.923426963028908,0.477966204005137,0.4,0.38,0.3,4e-05
