m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.35307997511612,0.0300728624221166,0.77124083291617,1,10,1,1.5,1.5,1.25,0.4,0.38,0.3,4e-05
