m0,c0,r0,k1,k2,inhMWS,fB0,fD0,fE0,dens_R,dens_C,dens_CS,dens_M
1.36740363085236,0.0300637790985548,0.101836978426978,1,10,1,1.5,8.56639606895299e-05,0.785101676489789,0.4,0.38,0.3,4e-05
